epoch,q_loss,p_loss,rewards
329,3630.607400756836,-901.6255239868165,[{'rewards': np.float64(26.06548563718124)}]
330,3626.247400268555,-901.5701798095703,[{'rewards': np.float64(30.351604259030864)}]
331,4117.478108032226,-942.4080767211914,[{'rewards': np.float64(30.383848763924274)}]
332,4009.3898885498047,-944.965806640625,[{'rewards': np.float64(29.15664063502816)}]
333,3995.8734052734376,-944.9524302368164,[{'rewards': np.float64(31.757785637475916)}]
334,3988.649143432617,-944.9129688720703,[{'rewards': np.float64(26.313300569866026)}]
335,3983.8821068115235,-944.8569614868164,[{'rewards': np.float64(27.914455586741013)}]
336,4507.528655029297,-986.6009738769532,[{'rewards': np.float64(25.01232765754019)}]
337,4393.437077148437,-989.2309528198242,[{'rewards': np.float64(31.209958082195868)}]
338,4379.296276855469,-989.202938659668,[{'rewards': np.float64(24.053611588477473)}]
339,4371.911243164062,-989.1567326049804,[{'rewards': np.float64(24.56461849019199)}]
340,4366.986570800781,-989.0907859497071,[{'rewards': np.float64(26.95293933711179)}]
341,4924.528676269531,-1031.656409790039,[{'rewards': np.float64(29.139596192700616)}]
342,4804.197254150391,-1034.3700143432618,[{'rewards': np.float64(27.07889664444588)}]
343,4789.153770507813,-1034.3395286865234,[{'rewards': np.float64(25.03760728475605)}]
344,4781.420797607422,-1034.2965480957032,[{'rewards': np.float64(23.499381730594568)}]
345,4776.0872485351565,-1034.2298701171876,[{'rewards': np.float64(25.89798892305348)}]
346,5370.079136230469,-1077.6209442138672,[{'rewards': np.float64(24.013473487601892)}]
347,5243.749240478515,-1080.4347644653321,[{'rewards': np.float64(23.798775554097354)}]
348,5227.38066040039,-1080.4112884521485,[{'rewards': np.float64(24.06360017253812)}]
349,5218.381280273437,-1080.3637239990235,[{'rewards': np.float64(23.38940321375668)}]
350,5212.137274414063,-1080.291901916504,[{'rewards': np.float64(25.580531873362194)}]
351,5843.912441650391,-1124.5088626708985,[{'rewards': np.float64(24.896914133980687)}]
352,5711.213759765625,-1127.4228983154296,[{'rewards': np.float64(23.61768138167194)}]
353,5693.8331081542965,-1127.4042905273438,[{'rewards': np.float64(25.874239606826173)}]
354,5684.552730224609,-1127.3698107910157,[{'rewards': np.float64(26.572457589544598)}]
355,5678.121396972656,-1127.3365017089843,[{'rewards': np.float64(24.634752259258807)}]
356,6349.57990600586,-1172.5230563964844,[{'rewards': np.float64(23.16069355706725)}]
357,6210.633321289062,-1175.579579223633,[{'rewards': np.float64(24.15883335897902)}]
358,6192.646046386719,-1175.579564819336,[{'rewards': np.float64(23.194163401197343)}]
359,6183.014504882813,-1175.548138671875,[{'rewards': np.float64(22.511608519604266)}]
360,6176.762592285157,-1175.4972498779298,[{'rewards': np.float64(22.179292415558315)}]
361,6890.421223388672,-1221.653809448242,[{'rewards': np.float64(22.518977397108806)}]
362,6744.282178710938,-1224.8376295166015,[{'rewards': np.float64(23.509772335219267)}]
363,6725.406771484375,-1224.8303742675782,[{'rewards': np.float64(23.604796178147893)}]
364,6715.308199951171,-1224.7904051513672,[{'rewards': np.float64(23.09327807340814)}]
365,6708.487462890625,-1224.7325904541015,[{'rewards': np.float64(21.658698743963466)}]
366,7466.155255126953,-1271.9075030517579,[{'rewards': np.float64(22.297186166338317)}]
367,7312.253884521484,-1275.2221889648438,[{'rewards': np.float64(22.049586628383135)}]
368,7292.18153540039,-1275.216558959961,[{'rewards': np.float64(21.599744981127696)}]
369,7281.558395751953,-1275.176036010742,[{'rewards': np.float64(23.184083563940085)}]
370,7274.329496582031,-1275.12466796875,[{'rewards': np.float64(22.489834949784164)}]
371,8080.106762939453,-1323.3387492675781,[{'rewards': np.float64(22.924482036717684)}]
372,7917.622535400391,-1326.79565625,[{'rewards': np.float64(22.55994505814621)}]
373,7896.472095458985,-1326.798676147461,[{'rewards': np.float64(22.546478095944025)}]
374,7885.239807128906,-1326.7638198242187,[{'rewards': np.float64(21.165408314631495)}]
375,7877.903077392578,-1326.7132639160156,[{'rewards': np.float64(21.38080030974941)}]
376,8735.690624511719,-1376.0102474365235,[{'rewards': np.float64(21.201413251211388)}]
377,8563.963460205077,-1379.6123748779296,[{'rewards': np.float64(21.52058772174142)}]
378,8541.346926513672,-1379.637412109375,[{'rewards': np.float64(21.5593340710106)}]
379,8529.240533447266,-1379.617775024414,[{'rewards': np.float64(21.998149108318884)}]
380,8521.171373779296,-1379.5722713623047,[{'rewards': np.float64(21.072378846799385)}]
381,9432.743245605468,-1429.9716865234375,[{'rewards': np.float64(22.75185777834005)}]
382,9251.447534667968,-1433.7082598876952,[{'rewards': np.float64(21.86327397501144)}]
383,9227.49778857422,-1433.7597888183593,[{'rewards': np.float64(22.56155859567072)}]
384,9214.502109375,-1433.7835979003905,[{'rewards': np.float64(20.420484618435847)}]
385,9204.954156738282,-1433.783712524414,[{'rewards': np.float64(21.233906284563474)}]
386,10173.358916015624,-1485.3755078125,[{'rewards': np.float64(20.792314851657636)}]
387,9980.467493652344,-1489.2799532470704,[{'rewards': np.float64(20.54624535374613)}]
388,9954.293291503905,-1489.3344677734376,[{'rewards': np.float64(20.074033850702193)}]
389,9940.447521484375,-1489.3335318603515,[{'rewards': np.float64(20.93623398406786)}]
390,9931.1376875,-1489.3075718994141,[{'rewards': np.float64(20.748468764158336)}]
391,10961.217427734375,-1542.0276810302735,[{'rewards': np.float64(19.50049416843751)}]
392,10757.802798828125,-1546.0755570068359,[{'rewards': np.float64(20.54674340791725)}]
393,10730.222650390626,-1546.1262065429687,[{'rewards': np.float64(21.77048760849437)}]
394,10715.382351074219,-1546.1215959472656,[{'rewards': np.float64(20.849973268914177)}]
395,10705.321479003906,-1546.0937231445312,[{'rewards': np.float64(21.291262573519102)}]
396,11797.809250976563,-1599.9407866210938,[{'rewards': np.float64(20.456056356286805)}]
397,11582.443247558595,-1604.1295740966798,[{'rewards': np.float64(20.790214181014274)}]
398,11552.46971484375,-1604.200199951172,[{'rewards': np.float64(21.181304247716426)}]
399,11529.705427734374,-1604.3881434326172,[{'rewards': np.float64(21.071345700409136)}]
400,11489.309138183593,-1605.1904907226562,[{'rewards': np.float64(19.9098252715049)}]
401,12598.62490625,-1661.0266805419922,[{'rewards': np.float64(21.269447168533812)}]
402,12374.644532714843,-1665.5907119140625,[{'rewards': np.float64(21.402608727975046)}]
403,12344.506576171874,-1665.7783673095703,[{'rewards': np.float64(21.71351918454788)}]
404,12329.319395019531,-1665.8440268554687,[{'rewards': np.float64(22.274201426854255)}]
405,12319.08343017578,-1665.875890991211,[{'rewards': np.float64(21.515163910006567)}]
406,13468.569909179687,-1722.802732788086,[{'rewards': np.float64(22.76323537567562)}]
407,13234.471865722657,-1727.3398070068358,[{'rewards': np.float64(21.640213138612783)}]
408,13203.215666015625,-1727.4432452392577,[{'rewards': np.float64(22.920385990055728)}]
409,13187.094833007812,-1727.5086245117188,[{'rewards': np.float64(21.100251398551112)}]
410,13176.674358398437,-1727.5367104492188,[{'rewards': np.float64(21.166416599279792)}]
411,14379.59219921875,-1785.6928565673827,[{'rewards': np.float64(21.557974829398365)}]
412,14132.071938476562,-1790.3773151855469,[{'rewards': np.float64(22.28501535560063)}]
413,14099.025404785156,-1790.5048673095703,[{'rewards': np.float64(22.253488808195335)}]
414,14081.828297851562,-1790.5851353759765,[{'rewards': np.float64(21.084829205012852)}]
415,14071.031271484375,-1790.627314086914,[{'rewards': np.float64(21.97005087243878)}]
416,15329.771419433593,-1849.9463563232423,[{'rewards': np.float64(22.537260714235302)}]
417,15072.07400830078,-1854.7302121582031,[{'rewards': np.float64(22.623563111053006)}]
418,15036.876209472657,-1854.8464384765625,[{'rewards': np.float64(22.56069857338112)}]
419,15018.561473632812,-1854.930073852539,[{'rewards': np.float64(22.78388646164642)}]
420,15006.26243359375,-1854.9738333740233,[{'rewards': np.float64(22.798187234572342)}]
421,16326.170799804688,-1915.4173862304688,[{'rewards': np.float64(21.29280193494934)}]
422,16056.04024609375,-1920.3318758544922,[{'rewards': np.float64(21.824609718963902)}]
423,16019.044060058593,-1920.4609425048827,[{'rewards': np.float64(21.60879089472033)}]
424,15999.840524902344,-1920.548039428711,[{'rewards': np.float64(21.30774589785697)}]
425,15987.723773925782,-1920.594333618164,[{'rewards': np.float64(23.000165310391914)}]
426,17370.895680664064,-1982.1509211425782,[{'rewards': np.float64(22.539411751386165)}]
427,17088.890486816406,-1987.2131280517578,[{'rewards': np.float64(21.50665602418628)}]
428,17050.187324707033,-1987.3660146484376,[{'rewards': np.float64(21.242652181203464)}]
429,17030.401547363283,-1987.4628729248047,[{'rewards': np.float64(21.21826364561768)}]
430,17017.380301757814,-1987.5229699707031,[{'rewards': np.float64(21.38273509414175)}]
431,18464.28497265625,-2050.193133178711,[{'rewards': np.float64(22.478503236431962)}]
432,18169.52182421875,-2055.368694580078,[{'rewards': np.float64(21.3976818548264)}]
433,18128.24735449219,-2055.528205566406,[{'rewards': np.float64(22.278641293805318)}]
434,18107.17709082031,-2055.638234741211,[{'rewards': np.float64(22.114150230921297)}]
435,18093.3576640625,-2055.704989013672,[{'rewards': np.float64(21.023051817592453)}]
436,19606.0459921875,-2119.4576032714845,[{'rewards': np.float64(21.775372303689863)}]
437,19298.60028125,-2124.7689747314453,[{'rewards': np.float64(22.748655815228048)}]
438,19256.457065429688,-2124.935810424805,[{'rewards': np.float64(21.21266927818672)}]
439,19234.63596386719,-2125.0553157958984,[{'rewards': np.float64(22.969638101004524)}]
440,19219.743987304686,-2125.115190185547,[{'rewards': np.float64(21.947650270561013)}]
441,20802.668369140625,-2189.9837893066406,[{'rewards': np.float64(20.44185222847681)}]
442,20481.67666308594,-2195.441812133789,[{'rewards': np.float64(22.725812618096445)}]
443,20436.08878515625,-2195.618668701172,[{'rewards': np.float64(21.147295610577824)}]
444,20412.331553710937,-2195.7414084472657,[{'rewards': np.float64(21.7955462513947)}]
445,20396.834041992188,-2195.8007232666014,[{'rewards': np.float64(22.588955409385306)}]
446,22056.132666015626,-2261.8390444335937,[{'rewards': np.float64(21.768382486146646)}]
447,21720.569015625,-2267.467076171875,[{'rewards': np.float64(22.28477343418705)}]
448,21673.097302734375,-2267.65390234375,[{'rewards': np.float64(21.541151454652944)}]
449,21648.37431738281,-2267.789401855469,[{'rewards': np.float64(22.113127223765314)}]
450,21631.924990234376,-2267.8546481933595,[{'rewards': np.float64(22.909604560527978)}]
451,23371.775298828125,-2335.1514724121093,[{'rewards': np.float64(21.02152705099657)}]
452,23021.083215820312,-2340.9808146972655,[{'rewards': np.float64(21.1964556742213)}]
453,22971.30165332031,-2341.1816337890623,[{'rewards': np.float64(21.589593068860694)}]
454,22945.276873046874,-2341.3214145507814,[{'rewards': np.float64(22.623444620186905)}]
455,22928.700853515624,-2341.396715576172,[{'rewards': np.float64(22.681998685066745)}]
456,24753.82411328125,-2410.061916015625,[{'rewards': np.float64(20.893758809394235)}]
457,24385.0647890625,-2416.0927197265623,[{'rewards': np.float64(21.2162677810774)}]
458,24334.256374023436,-2416.3255043945314,[{'rewards': np.float64(21.680284571060874)}]
459,24309.312416992187,-2416.490560546875,[{'rewards': np.float64(21.74898978395008)}]
460,24292.24702832031,-2416.591752685547,[{'rewards': np.float64(20.995494551192298)}]
461,26209.699783203127,-2486.754170654297,[{'rewards': np.float64(21.221723183716723)}]
462,25821.489677734375,-2493.022027832031,[{'rewards': np.float64(21.252604260612678)}]
463,25764.888903320312,-2493.262752441406,[{'rewards': np.float64(21.779062568634284)}]
464,25734.850837890626,-2493.4148676757814,[{'rewards': np.float64(21.682814227324087)}]
465,25714.701216796875,-2493.4980583496094,[{'rewards': np.float64(22.918232230976923)}]
466,27725.358102539063,-2565.201436279297,[{'rewards': np.float64(21.219897664565284)}]
467,27316.23953515625,-2571.6839760742187,[{'rewards': np.float64(23.00655009504971)}]
468,27256.325248046876,-2571.937635253906,[{'rewards': np.float64(21.869708811050256)}]
469,27224.2711953125,-2572.1045939941405,[{'rewards': np.float64(23.362585361763355)}]
470,27203.46854296875,-2572.1965473632813,[{'rewards': np.float64(23.290402514324)}]
471,29312.16912890625,-2645.555833496094,[{'rewards': np.float64(22.86529407748035)}]
472,28880.930323242188,-2652.2736232910156,[{'rewards': np.float64(22.220114850959433)}]
473,28818.127381835937,-2652.546731933594,[{'rewards': np.float64(23.355087836255127)}]
474,28786.298366210936,-2652.738404541016,[{'rewards': np.float64(22.536515319557367)}]
475,28766.15691894531,-2652.8609287109375,[{'rewards': np.float64(23.695173714676486)}]
476,30984.94136328125,-2728.0145263671875,[{'rewards': np.float64(23.328123195330033)}]
477,30529.851641601563,-2734.9890981445315,[{'rewards': np.float64(23.62368135757497)}]
478,30462.99433496094,-2735.2725954589846,[{'rewards': np.float64(23.88721540830079)}]
479,30427.196099609377,-2735.468966796875,[{'rewards': np.float64(22.180634957485612)}]
480,30403.290619140625,-2735.5747990722657,[{'rewards': np.float64(23.116116636341154)}]
481,32738.959123046876,-2812.5458461914063,[{'rewards': np.float64(22.340005595410215)}]
482,32258.003662109375,-2819.767225341797,[{'rewards': np.float64(22.169276904640274)}]
483,32186.916946289064,-2820.065177001953,[{'rewards': np.float64(23.97188075398555)}]
484,32148.653654296875,-2820.2657922363283,[{'rewards': np.float64(23.59464727653477)}]
485,32123.201989257814,-2820.374865234375,[{'rewards': np.float64(23.246888861047765)}]
486,34581.80208886719,-2899.2228439941405,[{'rewards': np.float64(23.996771311734687)}]
487,34073.93016210938,-2906.6879409179687,[{'rewards': np.float64(23.249715783363378)}]
488,33999.10428613281,-2907.010771484375,[{'rewards': np.float64(23.513882109667243)}]
489,33958.59707421875,-2907.220206298828,[{'rewards': np.float64(22.792353285908053)}]
490,33931.92424023437,-2907.35212890625,[{'rewards': np.float64(23.80213446026403)}]
491,36528.648775390626,-2988.1525380859375,[{'rewards': np.float64(23.78512368837594)}]
492,35991.34391601563,-2995.88223828125,[{'rewards': np.float64(22.77974083733941)}]
493,35912.26246484375,-2996.22423046875,[{'rewards': np.float64(22.545639925959858)}]
494,35869.87313476563,-2996.4589919433593,[{'rewards': np.float64(23.928336967136982)}]
495,35842.06276757812,-2996.6137705078127,[{'rewards': np.float64(22.899834546236267)}]
496,38585.4612265625,-3079.512087158203,[{'rewards': np.float64(21.660261823107156)}]
497,38019.160259765624,-3087.7209860839844,[{'rewards': np.float64(22.704046908695318)}]
498,37938.71805859375,-3088.2962663574217,[{'rewards': np.float64(22.78155809430455)}]
499,37907.26537109375,-3088.828239013672,[{'rewards': np.float64(24.1203359308882)}]
500,37882.34462890625,-3089.0852631835937,[{'rewards': np.float64(22.9594656928704)}]
