epoch,q_loss,p_loss,rewards
239,460.8002642822266,-344.6609215393066,[{'rewards': np.float64(34.72192913395095)}]
240,459.7373347015381,-344.586673828125,[{'rewards': np.float64(34.8032386130722)}]
241,552.32648538208,-364.06923083496093,[{'rewards': np.float64(37.52042440018563)}]
242,532.7737454223633,-364.95447772216795,[{'rewards': np.float64(37.11213863794066)}]
243,529.8464342651367,-364.90022457885743,[{'rewards': np.float64(36.167479125868766)}]
244,528.230269241333,-364.81721099853513,[{'rewards': np.float64(34.59078653668899)}]
245,527.1124999694824,-364.73638751220705,[{'rewards': np.float64(35.288099037589625)}]
246,629.7189786682129,-385.0841685180664,[{'rewards': np.float64(35.00566674336809)}]
247,608.1583907470703,-386.0558222961426,[{'rewards': np.float64(35.72843906943743)}]
248,604.9065597229004,-386.00463009643556,[{'rewards': np.float64(35.59845359869248)}]
249,603.1293287353516,-385.91862475585935,[{'rewards': np.float64(34.942379732008014)}]
250,601.8771609191895,-385.8367378540039,[{'rewards': np.float64(33.27205702054224)}]
251,715.0964630737304,-407.1124799499512,[{'rewards': np.float64(36.134027140166395)}]
252,691.2184185791016,-408.114882232666,[{'rewards': np.float64(33.15027660962514)}]
253,687.7254487304688,-408.055765625,[{'rewards': np.float64(33.71298372505261)}]
254,685.8487161560058,-407.9644465637207,[{'rewards': np.float64(35.301758390334854)}]
255,684.5423183288574,-407.87029348754885,[{'rewards': np.float64(35.92587118373718)}]
256,809.7788414001465,-430.0234557189941,[{'rewards': np.float64(35.42425253167811)}]
257,783.5633674621582,-431.0842826538086,[{'rewards': np.float64(35.89868438920215)}]
258,779.7341309204102,-431.0198279724121,[{'rewards': np.float64(35.865855310563255)}]
259,777.7253572082519,-430.9230648803711,[{'rewards': np.float64(35.616935284059736)}]
260,776.4973124389649,-430.8324730834961,[{'rewards': np.float64(37.620563475412936)}]
261,914.7169713134765,-453.87474182128904,[{'rewards': np.float64(36.915576003137005)}]
262,886.1643194580079,-455.0182841491699,[{'rewards': np.float64(37.612383982228735)}]
263,881.9113864440918,-454.9707357788086,[{'rewards': np.float64(37.77407120856696)}]
264,879.5348848266601,-454.8908504333496,[{'rewards': np.float64(35.55367417297178)}]
265,877.7572674560547,-454.823561706543,[{'rewards': np.float64(35.238525196634995)}]
266,1030.5060973510742,-478.86605630493165,[{'rewards': np.float64(35.78187075783559)}]
267,998.5074334106446,-480.13297790527344,[{'rewards': np.float64(36.22448921512441)}]
268,993.9033469543457,-480.1047854309082,[{'rewards': np.float64(36.962339598819746)}]
269,991.205248626709,-480.04779330444336,[{'rewards': np.float64(37.23807567807344)}]
270,989.3420672607422,-479.9860655822754,[{'rewards': np.float64(33.95578814329387)}]
271,1156.2713186645508,-505.18495095825193,[{'rewards': np.float64(37.939300145121315)}]
272,1120.592052368164,-506.59619122314456,[{'rewards': np.float64(36.965047214834385)}]
273,1115.5366606445311,-506.6780062561035,[{'rewards': np.float64(34.55930763832882)}]
274,1112.751593688965,-506.72918951416017,[{'rewards': np.float64(34.213803717058006)}]
275,1110.1711358642578,-506.79615017700195,[{'rewards': np.float64(25.715210248183777)}]
276,1296.809727722168,-533.3312428588868,[{'rewards': np.float64(38.13805409065402)}]
277,1257.0726663208009,-534.9627938232422,[{'rewards': np.float64(36.69822313358378)}]
278,1251.0748914184571,-535.1812658081054,[{'rewards': np.float64(33.183395737014386)}]
279,1248.9921047363282,-535.2975404052735,[{'rewards': np.float64(36.320296293766006)}]
280,1246.8939262084962,-535.3787942504882,[{'rewards': np.float64(37.68174251773176)}]
281,1458.9278357543944,-563.5522603759765,[{'rewards': np.float64(36.34340969788339)}]
282,1412.4913596191407,-565.409244934082,[{'rewards': np.float64(33.1761547154339)}]
283,1406.2820443115234,-565.4956888427735,[{'rewards': np.float64(34.9622367234309)}]
284,1403.5917057495117,-565.5133928833008,[{'rewards': np.float64(34.73087228318921)}]
285,1401.8152017822265,-565.5129348754883,[{'rewards': np.float64(31.293959303845575)}]
286,1636.6298884277344,-595.3395718383789,[{'rewards': np.float64(33.56561767637595)}]
287,1585.0700650634765,-597.1743572998047,[{'rewards': np.float64(34.23560029171116)}]
288,1578.3640473632813,-597.2079180908203,[{'rewards': np.float64(32.029627496399975)}]
289,1574.9128767700195,-597.1825908203125,[{'rewards': np.float64(32.20415849937662)}]
290,1572.647432800293,-597.1398425292969,[{'rewards': np.float64(30.801129299567712)}]
291,1832.1482868041992,-628.4753962402344,[{'rewards': np.float64(32.53452235598861)}]
292,1774.3226627807617,-630.3991809692383,[{'rewards': np.float64(30.34885334672953)}]
293,1766.7380357666016,-630.4324326782227,[{'rewards': np.float64(30.741537590780545)}]
294,1762.5890989379882,-630.4100322265625,[{'rewards': np.float64(33.104616688777995)}]
295,1759.9228245849608,-630.3601903076171,[{'rewards': np.float64(30.061037221945856)}]
296,2045.2342789916993,-663.1381999511718,[{'rewards': np.float64(33.69866160120161)}]
297,1980.9272838745117,-665.1552841796876,[{'rewards': np.float64(33.31216049068333)}]
298,1972.6423397216797,-665.1725766601562,[{'rewards': np.float64(32.85464844116373)}]
299,1968.362581970215,-665.1335252075195,[{'rewards': np.float64(31.584623137610627)}]
300,1965.3951875,-665.0753687744141,[{'rewards': np.float64(30.285548398760447)}]
301,2278.11976159668,-699.2269680175781,[{'rewards': np.float64(32.49196772368492)}]
302,2207.3156357421876,-701.323825744629,[{'rewards': np.float64(31.41031231442495)}]
303,2198.0175565185546,-701.3506895141602,[{'rewards': np.float64(30.406797864351198)}]
304,2193.442247558594,-701.3175234375,[{'rewards': np.float64(30.47933238024205)}]
305,2190.775383544922,-701.2759421997071,[{'rewards': np.float64(32.36052236812826)}]
306,2531.196294189453,-736.7412915649414,[{'rewards': np.float64(33.096233028109495)}]
307,2454.453529785156,-738.9169633178711,[{'rewards': np.float64(30.357012861634132)}]
308,2444.5913096923828,-738.9296495361328,[{'rewards': np.float64(30.357495697516487)}]
309,2439.3582786865236,-738.8934790039062,[{'rewards': np.float64(28.4335673714369)}]
310,2436.02409375,-738.84725,[{'rewards': np.float64(25.98190168147823)}]
311,2804.6047485351564,-775.57528515625,[{'rewards': np.float64(28.071237874053647)}]
312,2721.0983721923826,-777.8401248779297,[{'rewards': np.float64(28.131915796010208)}]
313,2710.457381591797,-777.8503735961914,[{'rewards': np.float64(26.7296562279735)}]
314,2704.8980794677736,-777.8177683105469,[{'rewards': np.float64(28.119532442717073)}]
315,2701.194266845703,-777.763858215332,[{'rewards': np.float64(30.8967561686971)}]
316,3098.5822136230468,-815.6307819824219,[{'rewards': np.float64(28.0321549219155)}]
317,3008.49614453125,-817.9754935302734,[{'rewards': np.float64(26.744818759473215)}]
318,2997.7026599121095,-817.9773499145508,[{'rewards': np.float64(31.293720600908333)}]
319,2991.927872924805,-817.9492035522461,[{'rewards': np.float64(31.676532135116155)}]
320,2987.9389760742188,-817.902882019043,[{'rewards': np.float64(31.367029994085904)}]
321,3413.8842540283204,-856.8406250610352,[{'rewards': np.float64(29.44157561244572)}]
322,3317.223314819336,-859.2677647094727,[{'rewards': np.float64(30.9502681960462)}]
323,3304.239462036133,-859.3304979858399,[{'rewards': np.float64(27.295965228170463)}]
324,3298.1136380615235,-859.3168930053711,[{'rewards': np.float64(31.046835523031017)}]
325,3293.5885197753905,-859.2657802124023,[{'rewards': np.float64(31.483826897124302)}]
326,3752.239038696289,-899.1930083007812,[{'rewards': np.float64(28.22297107010112)}]
327,3649.7281611328126,-901.6737774047851,[{'rewards': np.float64(27.659197829609454)}]
328,3637.1926944580077,-901.6643010253906,[{'rewards': np.float64(25.245753624413492)}]
