s1,s2,s3,action,reward,ns1,ns2,ns3,done
-0.5741063,0.8187808,-5.0481286,0.856210893512507,-7.311564,-0.3859447,0.9225219,-4.305611,0.0
-0.3859447,0.9225219,-4.305611,-1.6344340546728944,-5.7256994,-0.20189013,0.9794082,-3.858885,0.0
-0.20189013,0.9794082,-3.858885,-1.2029186541327967,-4.6379194,-0.03803989,0.9992762,-3.3047667,0.0
-0.03803989,0.9992762,-3.3047667,1.5098801866179277,-3.6828115,0.07831204,0.9969289,-2.3288274,0.0
0.07831204,0.9969289,-2.3288274,0.9548926029062654,-2.7705252,0.14972205,0.9887281,-1.437897,0.0
0.14972205,0.9887281,-1.437897,-1.945017783954619,-2.2283843,0.19836777,0.98012763,-0.9881035,0.0
0.19836777,0.98012763,-0.9881035,-1.0064949585207992,-1.978574,0.21812366,0.97592115,-0.40398198,0.0
0.21812366,0.97592115,-0.40398198,-1.1423740680273418,-1.8425692,0.21047546,0.97759914,0.15660276,0.0
0.21047546,0.97759914,0.15660276,-0.9167746878521097,-1.8494538,0.17356355,0.9848227,0.7522859,0.0
0.17356355,0.9848227,0.7522859,-1.0097609188804544,-2.0074046,0.10726827,0.9942301,1.3394388,0.0
0.10726827,0.9942301,1.3394388,-1.749894817028617,-2.323781,0.01634297,0.9998664,1.8226272,0.0
0.01634297,0.9998664,1.8226272,-0.16423793361271866,-2.7485468,-0.11082276,0.99384016,2.5478914,0.0
-0.11082276,0.99384016,2.5478914,0.9309338991446605,-3.4786515,-0.27894607,0.96030676,3.4329114,0.0
-0.27894607,0.96030676,3.4329114,0.42692689886974566,-4.6141057,-0.47376,0.880654,4.2171807,0.0
-0.47376,0.880654,4.2171807,0.6914866743923191,-6.040488,-0.6762242,0.7366959,4.9813943,0.0
-0.6762242,0.7366959,4.9813943,-1.6754032858550434,-7.836155,-0.8451018,0.5346055,5.2826056,0.0
-0.8451018,0.5346055,5.2826056,1.8059628407071489,-9.437627,-0.9647464,0.26318118,5.954454,0.0
-0.9647464,0.26318118,5.954454,1.3539673353720993,-11.814589,-0.99867785,-0.051405918,6.354935,0.0
-0.99867785,-0.051405918,6.354935,1.2203612739826508,-13.589123,-0.9299938,-0.3675752,6.499435,0.0
-0.9299938,-0.3675752,6.499435,1.29193522016707,-11.872223,-0.7665932,-0.64213306,6.417544,0.0
-0.7665932,-0.64213306,6.417544,1.7308420325310454,-10.096159,-0.53435147,-0.8452624,6.1955705,0.0
-0.53435147,-0.8452624,6.1955705,0.17701586445479078,-8.394787,-0.28051585,-0.9598494,5.588176,0.0
-0.28051585,-0.9598494,5.588176,-1.1988719285294964,-6.5657077,-0.04988789,-0.9987548,4.688458,0.0
-0.04988789,-0.9987548,4.688458,0.46713443141016464,-4.8250666,0.14999627,-0.98868656,4.009462,0.0
0.14999627,-0.98868656,4.009462,0.9715259746717559,-3.625581,0.31575125,-0.948842,3.413676,0.0
0.31575125,-0.948842,3.413676,0.9516695734161016,-2.7275944,0.44707087,-0.8944985,2.844795,0.0
0.44707087,-0.8944985,2.844795,0.08579609666752042,-2.035425,0.5420104,-0.8403718,2.1867905,0.0
0.5420104,-0.8403718,2.1867905,-1.7261651226656878,-1.4771266,0.5953546,-0.80346304,1.2975869,0.0
0.5953546,-0.80346304,1.2975869,-0.5155482462794887,-1.0392948,0.61988,-0.78469664,0.61765736,0.0
0.61988,-0.78469664,0.61765736,1.6830664338534294,-0.8549594,0.6308665,-0.77589136,0.28159484,0.0
0.6308665,-0.77589136,0.28159484,0.3377956390297041,-0.7968129,0.6211324,-0.78370565,-0.24965434,0.0
0.6211324,-0.78370565,-0.24965434,0.15332777302285372,-0.8173537,0.58871245,-0.8083425,-0.8144344,0.0
0.58871245,-0.8083425,-0.8144344,-0.9245859424712259,-0.9532897,0.52396214,-0.85174155,-1.5593792,0.0
0.52396214,-0.85174155,-1.5593792,-0.5262043203336844,-1.2824161,0.42380336,-0.9057542,-2.277116,0.0
0.42380336,-0.9057542,-2.277116,1.581384356612677,-1.8050691,0.2971239,-0.95483893,-2.719224,0.0
0.2971239,-0.95483893,-2.719224,0.6658521901073429,-2.35052,0.13449652,-0.99091405,-3.3354754,0.0
0.13449652,-0.99091405,-3.3354754,1.1495481070093314,-3.175644,-0.060369357,-0.9981761,-3.9062288,0.0
-0.060369357,-0.9981761,-3.9062288,-0.18261830772937948,-4.186717,-0.29027936,-0.95694196,-4.6822534,0.0
-0.29027936,-0.95694196,-4.6822534,0.5209888778246317,-5.672022,-0.5317024,-0.8469313,-5.3218117,0.0
-0.5317024,-0.8469313,-5.3218117,-1.0064655650271699,-7.376071,-0.7617489,-0.6478723,-6.10798,0.0
-0.7617489,-0.6478723,-6.10798,0.8218433211339451,-9.669435,-0.92819744,-0.37208804,-6.4706078,0.0
-0.92819744,-0.37208804,-6.4706078,-0.2895946651866508,-11.80641,-0.9991348,-0.04158994,-6.7931128,0.0
-0.9991348,-0.04158994,-6.7931128,-0.2298179407410177,-14.224633,-0.95494056,0.2967972,-6.858778,0.0
-0.95494056,0.2967972,-6.858778,0.5972892983075266,-12.771693,-0.8088125,0.5880666,-6.546587,0.0
-0.8088125,0.5880666,-6.546587,1.7451224858757066,-10.603624,-0.6051399,0.79611915,-5.8437686,0.0
-0.6051399,0.79611915,-5.8437686,-1.7439746135655163,-8.349682,-0.36583313,0.93068045,-5.5082755,0.0
-0.36583313,0.93068045,-5.5082755,1.2989729493880304,-6.820083,-0.14326224,0.98968476,-4.615419,0.0
-0.14326224,0.98968476,-4.615419,-0.8304675583512275,-5.0705914,0.056099944,0.9984252,-3.9977257,0.0
0.056099944,0.9984252,-3.9977257,-0.22432218197448872,-3.8924472,0.21848059,0.9758413,-3.282555,0.0
0.21848059,0.9758413,-3.282555,-1.9123466848999642,-2.90513,0.35427013,0.9351431,-2.837526,0.0
0.35427013,0.9351431,-2.837526,-0.7958156886627479,-2.2666547,0.45725888,0.88933367,-2.255541,0.0
0.45725888,0.88933367,-2.255541,0.010524970520521926,-1.7097124,0.52631307,0.85029083,-1.5869622,0.0
0.52631307,0.85029083,-1.5869622,-1.775295690610244,-1.2883455,0.57698756,0.8167529,-1.2155384,0.0
0.57698756,0.8167529,-1.2155384,-0.03561708246733941,-1.0612333,0.60155904,0.7988283,-0.60831624,0.0
0.60155904,0.7988283,-0.60831624,1.7084425154337093,-0.89618695,0.59164506,0.8061986,0.24707139,0.0
0.59164506,0.8061986,0.24707139,-1.5784271275687791,-0.88787436,0.5665804,0.82400644,0.61495626,0.0
0.5665804,0.82400644,0.61495626,1.0577629123020174,-0.9768243,0.50792027,0.86140406,1.3916255,0.0
0.50792027,0.86140406,1.3916255,-0.36131578649602947,-1.271294,0.42013553,0.9074614,1.9834812,0.0
0.42013553,0.9074614,1.9834812,0.6206948580973521,-1.6870327,0.2914436,0.95658803,2.7571814,0.0
0.2914436,0.95658803,2.7571814,-0.9590536080590826,-2.3869047,0.12883823,0.9916656,3.3307645,0.0
0.12883823,0.9916656,3.3307645,-1.3620309498345669,-3.189462,-0.06426877,0.9979326,3.870209,0.0
-0.06426877,0.9979326,3.870209,-1.3581495429150943,-4.1732793,-0.28121492,0.9596448,4.414936,0.0
-0.28121492,0.9596448,4.414936,-1.7180322174274214,-5.39632,-0.504591,0.8633585,4.876965,0.0
-0.504591,0.8633585,4.876965,-1.257413180395028,-6.7888184,-0.7143548,0.6997837,5.3358717,0.0
-0.7143548,0.6997837,5.3358717,0.6568775399558731,-8.447897,-0.8883154,0.45923385,5.959241,0.0
-0.8883154,0.45923385,5.959241,1.5267624473740322,-10.652934,-0.98869646,0.14993101,6.532681,0.0
-0.98869646,0.14993101,6.532681,1.2565027423646473,-13.215815,-0.98178035,-0.19001924,6.8336043,0.0
-0.98178035,-0.19001924,6.8336043,0.7405372394979364,-13.375288,-0.86215407,-0.50664616,6.8021708,0.0
-0.86215407,-0.50664616,6.8021708,-1.5582725463555893,-11.443059,-0.6669321,-0.7451185,6.188445,0.0
-0.6669321,-0.7451185,6.188445,-0.8432502148162007,-9.124446,-0.4393975,-0.8982927,5.503119,0.0
-0.4393975,-0.8982927,5.503119,-0.7607724987101241,-7.132569,-0.2174134,-0.97607964,4.7152834,0.0
-0.2174134,-0.97607964,4.7152834,-1.000172214409515,-5.428347,-0.027500331,-0.9996218,3.8331978,0.0
-0.027500331,-0.9996218,3.8331978,0.06002263883889247,-4.0239077,0.12677835,-0.9919311,3.092485,0.0
0.12677835,-0.9919311,3.092485,0.1422152595186903,-3.0405664,0.24315183,-0.9699882,2.3698688,0.0
0.24315183,-0.9699882,2.3698688,-0.5724560993155592,-2.318064,0.31782946,-0.9481479,1.5565093,0.0
0.31782946,-0.9481479,1.5565093,-0.5848433650542559,-1.7985135,0.35351205,-0.93543,0.75767183,0.0
0.35351205,-0.93543,0.75767183,1.3142223916243254,-1.5219597,0.36532748,-0.93087906,0.25323272,0.0
0.36532748,-0.93087906,0.25323272,1.1571713932787424,-1.4401101,0.3526645,-0.9357498,-0.27135086,0.0
0.3526645,-0.9357498,-0.27135086,-0.7688166732770174,-1.4729723,0.30123997,-0.9535484,-1.0884857,0.0
0.30123997,-0.9535484,-1.0884857,1.6551537754930372,-1.7209477,0.22624798,-0.9740697,-1.5553739,0.0
0.22624798,-0.9740697,-1.5553739,1.8112600680100241,-2.0476997,0.12716693,-0.9918813,-2.0142372,0.0
0.12716693,-0.9918813,-2.0142372,-0.6930298318798367,-2.4892645,-0.015592314,-0.9998784,-2.8621027,0.0
-0.015592314,-0.9998784,-2.8621027,-0.5823002048277806,-3.3361332,-0.1992189,-0.979955,-3.6993566,0.0
-0.1992189,-0.979955,-3.6993566,0.022536613687835327,-4.5062304,-0.40968424,-0.9122274,-4.4309425,0.0
-0.40968424,-0.9122274,-4.4309425,1.764483250134694,-5.9381056,-0.6167679,-0.7871451,-4.8504405,0.0
-0.6167679,-0.7871451,-4.8504405,1.5052777325692461,-7.3520737,-0.7988496,-0.60153085,-5.215008,0.0
-0.7988496,-0.60153085,-5.215008,-1.5897281496656408,-8.953055,-0.9393092,-0.34307185,-5.904615,0.0
-0.9393092,-0.34307185,-5.904615,-0.42907702691433514,-11.278587,-0.99924463,-0.038861487,-6.22628,1.0
0.912905,0.40817213,-0.1385117,0.21348475899908737,-0.17874308,0.9087852,0.41726425,0.1996401,0.0
0.9087852,0.41726425,0.1996401,0.012529890206160132,-0.18925826,0.8977523,0.44050068,0.5144678,0.0
0.8977523,0.44050068,0.5144678,-1.2245477282524293,-0.2360458,0.88270235,0.46993253,0.6611611,0.0
0.88270235,0.46993253,0.6611611,1.4352670846726188,-0.28510407,0.8521797,0.52324927,1.2289006,0.0
0.8521797,0.52324927,1.2289006,0.7077631319873494,-0.45474634,0.8038632,0.5948142,1.727502,0.0
0.8038632,0.5948142,1.727502,1.3516334994072143,-0.70606613,0.7276872,0.68590915,2.3763576,0.0
0.7276872,0.68590915,2.3763576,1.4350571173978888,-1.1380798,0.6128337,0.7902119,3.106048,0.0
0.6128337,0.7902119,3.106048,0.993423414662959,-1.7959434,0.4504377,0.89280784,3.8477206,0.0
0.4504377,0.89280784,3.8477206,-0.24315759500113066,-2.6983569,0.2408222,0.97056925,4.4808526,0.0
0.2408222,0.97056925,4.4808526,0.4421870200616982,-3.7704775,-0.020541053,0.999789,5.275108,0.0
-0.020541053,0.999789,5.275108,-1.3585383755210274,-5.316881,-0.30658287,0.951844,5.821169,0.0
-0.30658287,0.951844,5.821169,0.6945816698996308,-6.9325027,-0.60004944,0.79996294,6.639239,0.0
-0.60004944,0.79996294,6.639239,-1.282986977042877,-9.312983,-0.83924925,0.5437469,7.0467634,0.0
-0.83924925,0.5437469,7.0467634,0.7757983620406272,-11.554224,-0.98078555,0.19508892,7.5709434,0.0
-0.98078555,0.19508892,7.5709434,-1.0816073569841254,-14.407554,-0.98359156,-0.18040955,7.555019,0.0
-0.98359156,-0.18040955,7.555019,-1.52979479939912,-14.472895,-0.85723794,-0.51492053,7.1902423,0.0
-0.85723794,-0.51492053,7.1902423,-1.3388620394281703,-11.935276,-0.6440037,-0.7650224,6.603223,0.0
-0.6440037,-0.7650224,6.603223,-1.992031459123719,-9.519468,-0.4015308,-0.9158455,5.7306514,0.0
-0.4015308,-0.9158455,5.7306514,0.874958471414121,-7.2209945,-0.15382399,-0.98809826,5.1750107,0.0
-0.15382399,-0.98809826,5.1750107,0.9296041962335164,-5.6553683,0.07416356,-0.9972461,4.5733776,0.0
0.07416356,-0.9972461,4.5733776,0.05973339965303781,-4.3312874,0.2628278,-0.96484274,3.834403,0.0
0.2628278,-0.96484274,3.834403,-1.3545487957784652,-3.1747186,0.39982995,-0.9165893,2.9075887,0.0
0.39982995,-0.9165893,2.9075887,-1.665782649957241,-2.1925411,0.4880422,-0.87282,1.9702793,0.0
0.4880422,-0.87282,1.9702793,-1.923484134250852,-1.517517,0.5322045,-0.8466158,1.0271417,0.0
0.5322045,-0.8466158,1.0271417,-1.3370072921391172,-1.1265695,0.5402918,-0.84147775,0.19162877,0.0
0.5402918,-0.84147775,0.19162877,1.563422139932587,-1.0061415,0.5316398,-0.84697056,-0.20496623,0.0
0.5316398,-0.84697056,-0.20496623,-1.033852633193273,-1.0258969,0.48885077,-0.87236744,-0.99527204,0.0
0.48885077,-0.87236744,-0.99527204,-0.5829146911311374,-1.2230482,0.41133904,-0.9114824,-1.7369848,0.0
0.41133904,-0.9114824,-1.7369848,-1.5786180620746673,-1.6195229,0.2869613,-0.9579422,-2.6573894,0.0
0.2869613,-0.9579422,-2.6573894,-1.1105547810073189,-2.3451476,0.11368541,-0.9935168,-3.5424292,0.0
0.11368541,-0.9935168,-3.5424292,0.07689828312082048,-3.3773408,-0.09970394,-0.9950172,-4.276032,0.0
-0.09970394,-0.9950172,-4.276032,0.43101073238261023,-4.619756,-0.34078526,-0.94014114,-4.9576435,0.0
-0.34078526,-0.94014114,-4.9576435,-1.0185907433351558,-6.139688,-0.59601486,-0.8029734,-5.815538,0.0
-0.59601486,-0.8029734,-5.815538,-1.7690713630995312,-8.266295,-0.82640076,-0.5630824,-6.6831284,0.0
-0.82640076,-0.5630824,-6.6831284,-0.4358685234904054,-10.935909,-0.97144014,-0.23728488,-7.1708207,0.0
-0.97144014,-0.23728488,-7.1708207,-1.0631865162946634,-13.564933,-0.9907875,0.13542576,-7.508262,0.0
-0.9907875,0.13542576,-7.508262,-1.1217843070807922,-14.673188,-0.870494,0.49217904,-7.5749607,0.0
-0.870494,0.49217904,-7.5749607,1.839451210853821,-12.642523,-0.6516136,0.75855106,-6.9299088,0.0
-0.6516136,0.75855106,-6.9299088,0.46520194370289625,-10.003287,-0.38494566,0.92293924,-6.291215,0.0
-0.38494566,0.92293924,-6.291215,0.22751377268838358,-7.8229313,-0.116638675,0.99317443,-5.5648837,0.0
-0.116638675,0.99317443,-5.5648837,-0.3368995859067123,-5.9452415,0.12628402,0.99199414,-4.8705378,0.0
0.12628402,0.99199414,-4.8705378,-0.28422266627942294,-4.457934,0.32884556,0.94438374,-4.1691756,0.0
0.32884556,0.94438374,-4.1691756,0.1636200153523233,-3.2652218,0.48546773,0.8742546,-3.4363446,0.0
0.48546773,0.8742546,-3.4363446,0.785719228144429,-2.3133433,0.59722584,0.8020731,-2.6627958,0.0
0.59722584,0.8020731,-2.6627958,0.8085843847273178,-1.5760132,0.67209584,0.7404642,-1.9399533,0.0
0.67209584,0.7404642,-1.9399533,-1.3132243691782017,-1.0732235,0.7284899,0.68505657,-1.5815889,0.0
0.7284899,0.68505657,-1.5815889,0.00045100830650790513,-0.81968623,0.7640074,0.6452075,-1.0677288,0.0
0.7640074,0.6452075,-1.0677288,-0.35216761986359213,-0.605943,0.78415537,0.6205646,-0.6366483,0.0
0.78415537,0.6205646,-0.6366483,1.4821078650775368,-0.49090874,0.78256756,0.6225657,0.051091287,0.0
0.78256756,0.6225657,0.051091287,0.5256756848735056,-0.45214424,0.7636424,0.6456395,0.5968669,0.0
0.7636424,0.6456395,0.5968669,0.1300162656639272,-0.52824986,0.72697484,0.6866641,1.1005989,0.0
0.72697484,0.6866641,1.1005989,-1.5384214312843305,-0.6963815,0.677725,0.73531544,1.3848338,0.0
0.677725,0.73531544,1.3848338,0.4225515572936458,-0.87444913,0.600942,0.7992926,1.9997032,0.0
0.600942,0.7992926,1.9997032,-1.5311843772790663,-1.2599188,0.50225484,0.8647196,2.369495,0.0
0.50225484,0.8647196,2.369495,-0.6511736977369917,-1.6530468,0.37109366,0.9285954,2.9203587,0.0
0.37109366,0.9285954,2.9203587,-1.4286321407426725,-2.272442,0.20851953,0.9780182,3.4025104,0.0
0.20851953,0.9780182,3.4025104,0.7682945880974756,-3.0098987,-0.0025024377,0.99999684,4.2512684,0.0
-0.0025024377,0.99999684,4.2512684,-1.1749915446553896,-4.283978,-0.24134666,0.97043896,4.825017,0.0
-0.24134666,0.97043896,4.825017,-0.432562507247896,-5.6208563,-0.49527505,0.8687362,5.487962,0.0
-0.49527505,0.8687362,5.487962,1.5826991104751147,-7.37798,-0.7426356,0.66969573,6.376919,0.0
-0.7426356,0.66969573,6.376919,-1.1827344664041188,-9.865379,-0.9215626,0.3882298,6.701781,0.0
-0.9215626,0.3882298,6.701781,0.03122025583511645,-12.014792,-0.99880815,0.048808746,6.997636,0.0
-0.99880815,0.048808746,6.997636,-0.32291335533591203,-14.4619875,-0.95519984,-0.29596168,6.9858055,0.0
-0.95519984,-0.29596168,6.9858055,-1.927503835817081,-12.955886,-0.81143236,-0.5844464,6.4747086,0.0
-0.81143236,-0.5844464,6.4747086,1.1710324542912511,-10.530834,-0.59398013,-0.8044797,6.212029,0.0
-0.59398013,-0.8044797,6.212029,-1.723816374741601,-8.73184,-0.36020952,-0.9328714,5.3500967,0.0
-0.36020952,-0.9328714,5.3500967,-0.1029799160921856,-6.623205,-0.13631693,-0.99066526,4.634996,0.0
-0.13631693,-0.99066526,4.634996,0.24271317975579976,-5.0640674,0.05964211,-0.99821985,3.928404,0.0
0.05964211,-0.99821985,3.928404,0.5137058264583483,-3.8269799,0.22068554,-0.975345,3.2567952,0.0
0.22068554,-0.975345,3.2567952,0.7545265172315023,-2.8790972,0.34706575,-0.9378408,2.6384654,0.0
0.34706575,-0.9378408,2.6384654,-0.9869104659091397,-2.1766453,0.42936808,-0.9031296,1.7870481,0.0
0.42936808,-0.9031296,1.7870481,-1.9600848933662025,-1.5933326,0.4658344,-0.8848719,0.8156882,0.0
0.4658344,-0.8848719,0.8156882,0.8937746494196479,-1.2472051,0.47844446,-0.8781178,0.28610048,0.0
0.47844446,-0.8781178,0.28610048,0.14262639739031435,-1.1572052,0.46295643,-0.88638103,-0.35109392,0.0
0.46295643,-0.88638103,-0.35109392,1.344470812828995,-1.2010761,0.42649782,-0.90448856,-0.8142091,0.0
0.42649782,-0.90448856,-0.8142091,1.2855534516027771,-1.3452511,0.36685878,-0.93027663,-1.2997425,0.0
0.36685878,-0.93027663,-1.2997425,1.3733046711515327,-1.5992413,0.28217205,-0.9593638,-1.7914543,0.0
0.28217205,-0.9593638,-1.7914543,-0.05962136008183938,-1.9714885,0.1593788,-0.9872175,-2.5199203,0.0
0.1593788,-0.9872175,-2.5199203,-0.6654864166525374,-2.6256158,-0.007946358,-0.9999684,-3.3601565,0.0
-0.007946358,-0.9999684,-3.3601565,1.16623281036548,-3.622854,-0.20327963,-0.97912073,-3.9351978,0.0
-0.20327963,-0.97912073,-3.9351978,-0.19482354788298029,-4.701026,-0.42561772,-0.90490305,-4.698762,0.0
-0.42561772,-0.90490305,-4.698762,-1.266231214386262,-6.251312,-0.6578896,-0.75311434,-5.5673738,0.0
-0.6578896,-0.75311434,-5.5673738,1.4198960782458974,-8.34023,-0.84893894,-0.5284909,-5.919225,0.0
-0.84893894,-0.5284909,-5.919225,1.530239507089389,-10.187104,-0.9682861,-0.24984393,-6.0860577,0.0
-0.9682861,-0.24984393,-6.0860577,-0.13476097543931953,-12.050774,-0.99806845,0.062123634,-6.2936544,0.0
-0.99806845,0.062123634,-6.2936544,-1.6972010907608501,-13.446773,-0.9259527,0.37763956,-6.501642,0.0
-0.9259527,0.37763956,-6.501642,-0.44869564033227505,-11.813763,-0.7638546,0.64538836,-6.2857165,0.0
-0.7638546,0.64538836,-6.2857165,1.2141506378504134,-9.906396,-0.5549369,0.83189243,-5.6195526,0.0
-0.5549369,0.83189243,-5.6195526,1.6070961141849147,-7.822161,-0.3434225,0.939181,-4.754569,0.0
-0.3434225,0.939181,-4.754569,-1.1861090300096166,-5.953604,-0.138705,0.99033374,-4.2281,0.0
-0.138705,0.99033374,-4.2281,-1.732105551898914,-4.714612,0.048086062,0.9988432,-3.745165,0.0
0.048086062,0.9988432,-3.745165,1.5094018125313546,-3.7234945,0.18550499,0.9826433,-2.7696226,0.0
0.18550499,0.9826433,-2.7696226,-0.44238024408449883,-2.6833155,0.28742337,0.95780367,-2.098997,0.0
0.28742337,0.95780367,-2.098997,0.16704385707025304,-2.0771148,0.35163304,0.9361379,-1.3555877,0.0
0.35163304,0.9361379,-1.3555877,1.8722632482030357,-1.6549542,0.36901334,0.9294241,-0.37264484,0.0
0.36901334,0.9294241,-0.37264484,-1.7337410883431086,-1.4397813,0.36602047,0.9306068,0.06436208,0.0
0.36602047,0.9306068,0.06436208,0.5932720298083822,-1.431343,0.32608923,0.94533896,0.851308,0.0
0.32608923,0.94533896,0.851308,-1.7035783097005317,-1.6095854,0.26376653,0.96458656,1.3047755,0.0
0.26376653,0.96458656,1.3047755,-0.4981242861339985,-1.8705726,0.16844322,0.98571134,1.9534968,0.0
0.16844322,0.98571134,1.9534968,1.215258180773787,-2.3474236,0.025493892,0.999675,2.875069,0.0
0.025493892,0.999675,2.875069,-0.2661110689774624,-3.2146242,-0.15314375,0.98820394,3.5849085,0.0
-0.15314375,0.98820394,3.5849085,1.9887294156118016,-4.263168,-0.37552884,0.9268107,4.624371,0.0
-0.37552884,0.9268107,4.624371,0.2362371397864087,-5.9635477,-0.607344,0.79443896,5.3549147,0.0
-0.607344,0.79443896,5.3549147,-0.715351389456186,-7.8120165,-0.81042963,0.585836,5.843441,0.0
-0.81042963,0.585836,5.843441,-1.1195546963809875,-9.744487,-0.94918287,0.31472507,6.114885,0.0
-0.94918287,0.31472507,6.114885,-0.5979178628553528,-11.699982,-0.9999748,0.007104876,6.261241,0.0
-0.9999748,0.007104876,6.261241,-0.5098669049617968,-13.745587,-0.95462465,-0.29781172,6.1900897,0.0
-0.95462465,-0.29781172,6.1900897,-1.725145289104156,-11.895715,-0.83216405,-0.55452955,5.707959,0.0
-0.83216405,-0.55452955,5.707959,-0.5217032022929073,-9.780222,-0.66111845,-0.7502815,5.213806,0.0
-0.66111845,-0.7502815,5.213806,-0.14304592104310032,-7.976728,-0.47135505,-0.8819435,4.629638,0.0
-0.47135505,-0.8819435,4.629638,0.8909510089552186,-6.394438,-0.28186315,-0.9594546,4.1018233,0.0
-0.28186315,-0.9594546,4.1018233,0.6269179388864319,-5.1295986,-0.111688405,-0.9937433,3.47627,0.0
-0.111688405,-0.9937433,3.47627,0.835062620916617,-4.0406833,0.03088426,-0.999523,2.856222,0.0
0.03088426,-0.999523,2.856222,-1.9665452724925716,-3.1909819,0.12117059,-0.9926317,1.811598,0.0
0.12117059,-0.9926317,1.811598,-1.1293304016778558,-2.4300137,0.16558908,-0.98619485,0.8977246,0.0
0.16558908,-0.98619485,0.8977246,0.646737153599426,-2.0534637,0.17815365,-0.9840027,0.2550891,0.0
0.17815365,-0.9840027,0.2550891,-0.06404252728101145,-1.9433026,0.15387006,-0.9880911,-0.4925193,0.0
0.15387006,-0.9880911,-0.4925193,-1.9787460973266162,-2.0341141,0.07788486,-0.99696237,-1.5303996,0.0
0.07788486,-0.99696237,-1.5303996,1.2179785697272894,-2.4642446,-0.026804198,-0.9996407,-2.0954244,0.0
-0.026804198,-0.9996407,-2.0954244,1.0912382931613496,-2.9926088,-0.16018777,-0.98708653,-2.6814692,0.0
-0.16018777,-0.98708653,-2.6814692,0.19367665197425055,-3.7177713,-0.32453257,-0.9458745,-3.3927326,0.0
-0.32453257,-0.9458745,-3.3927326,-1.7341466968949115,-4.769065,-0.52151924,-0.85323954,-4.362261,0.0
-0.52151924,-0.85323954,-4.362261,1.0660601981303386,-6.3960385,-0.7108772,-0.7033162,-4.8422813,0.0
-0.7108772,-0.7033162,-4.8422813,0.3348543509254558,-7.9217563,-0.8707481,-0.49172938,-5.31954,0.0
-0.8707481,-0.49172938,-5.31954,1.1278399086318367,-9.734874,-0.97178394,-0.23587283,-5.519161,0.0
-0.97178394,-0.23587283,-5.519161,1.0069879695833617,-11.477301,-0.9992344,0.039124243,-5.5450177,0.0
-0.9992344,0.039124243,-5.5450177,1.2120082878313485,-12.701439,-0.953598,0.30108276,-5.3338733,0.0
-0.953598,0.30108276,-5.3338733,0.07203226561849929,-10.886587,-0.846888,0.5317713,-5.097256,0.0
-0.846888,0.5317713,-5.097256,-1.43870192722594,-9.261327,-0.6920997,0.72180194,-4.914233,0.0
-0.6920997,0.72180194,-4.914233,0.6846298935187547,-7.8685513,-0.52344114,0.8520618,-4.2701874,0.0
-0.52344114,0.8520618,-4.2701874,0.4818951402078824,-6.325212,-0.36435655,0.9312595,-3.5588567,0.0
-0.36435655,0.9312595,-3.5588567,0.9690127487963487,-5.045603,-0.23497103,0.9720024,-2.71506,0.0
-0.23497103,0.9720024,-2.71506,-1.3204759757970588,-4.007709,-0.12763318,0.99182147,-2.1841297,0.0
-0.12763318,0.99182147,-2.1841297,-1.2200992003988431,-3.3643796,-0.04680125,0.9989042,-1.6232785,0.0
-0.04680125,0.9989042,-1.6232785,1.561638068877314,-2.8826191,-0.014825079,0.9998901,-0.6398546,0.0
-0.014825079,0.9998901,-0.6398546,0.9999111938082832,-2.5561383,-0.027824514,0.9996128,0.26004967,0.0
-0.027824514,0.9996128,0.26004967,1.6329139548012916,-2.5650291,-0.09043918,0.995902,1.2546964,0.0
-0.09043918,0.995902,1.2546964,1.0348612846556828,-2.9186118,-0.19710639,0.9803821,2.156852,0.0
-0.19710639,0.9803821,2.156852,0.38862122396120746,-3.5954273,-0.339069,0.9407615,2.9504318,0.0
-0.339069,0.9407615,2.9504318,0.6165309481114947,-4.5447135,-0.50842196,0.86110806,3.7484825,0.0
-0.50842196,0.86110806,3.7484825,1.5565116957600398,-5.834972,-0.69235,0.72156185,4.6277905,0.0
-0.69235,0.72156185,4.6277905,0.3152270180477621,-7.596477,-0.85500115,0.5186261,5.2162457,0.0
-0.85500115,0.5186261,5.2162457,0.5295652973135496,-9.462233,-0.96612966,0.2580572,5.6846504,0.0
-0.96612966,0.2580572,5.6846504,-1.3740931359855977,-11.531165,-0.9997448,-0.022591276,5.672079,0.0
-0.9997448,-0.022591276,5.672079,-0.10431511953558914,-12.945416,-0.9539767,-0.2998807,5.639488,0.0
-0.9539767,-0.2998807,5.639488,0.8655884478323959,-11.229843,-0.8354812,-0.549519,5.544416,0.0
-0.8354812,-0.549519,5.544416,-0.9162292067345383,-9.627492,-0.6737455,-0.7389634,4.9948425,0.0
-0.6737455,-0.7389634,4.9948425,-1.1909832779018603,-7.8326507,-0.50222266,-0.86473835,4.2619724,0.0
-0.50222266,-0.86473835,4.2619724,-0.7446927671023378,-6.2142515,-0.34391347,-0.9390013,3.5017147,0.0
-0.34391347,-0.9390013,3.5017147,-1.0339974880286662,-4.9208837,-0.21721771,-0.97612315,2.642364,0.0
-0.21721771,-0.97612315,2.642364,-1.1403494518544166,-3.9027483,-0.13161923,-0.99130034,1.7392193,0.0
-0.13161923,-0.99130034,1.7392193,-0.30059662852765223,-3.2021017,-0.0843691,-0.99643457,0.95065457,0.0
