s1,s2,s3,action,reward,ns1,ns2,ns3,done
0.4157058,-0.90949917,-0.82738876,-0.17572006313185629,-1.3728294,0.34470558,-0.93871087,-1.5358711,0.0
0.34470558,-0.93871087,-1.5358711,1.1407038455720544,-1.7228382,0.24593598,-0.9692861,-2.0687988,0.0
0.24593598,-0.9692861,-2.0687988,-1.201304871366561,-2.1779428,0.099522226,-0.99503535,-2.975959,0.0
0.099522226,-0.99503535,-2.975959,0.05693775365444642,-3.0497983,-0.08589152,-0.9963045,-3.7136948,0.0
-0.08589152,-0.9963045,-3.7136948,0.36965827544816987,-4.124255,-0.30150548,-0.95346445,-4.4054747,0.0
-0.30150548,-0.95346445,-4.4054747,-1.814198349120009,-5.4674945,-0.5445952,-0.83869904,-5.3927026,0.0
-0.5445952,-0.83869904,-5.3927026,0.43017940760575346,-7.5166416,-0.7667521,-0.6419433,-5.9572,0.0
-0.7667521,-0.6419433,-5.9572,-1.3179035052508339,-9.526446,-0.93404776,-0.3571481,-6.636343,0.0
-0.93404776,-0.3571481,-6.636343,-1.739793628058882,-12.115417,-0.9999758,-0.0069541414,-7.165173,0.0
-0.9999758,-0.0069541414,-7.165173,1.795542149013333,-14.963153,-0.94338703,0.331694,-6.9010572,0.0
-0.94338703,0.331694,-6.9010572,1.8625281322982374,-12.625506,-0.7919843,0.6105414,-6.3729076,0.0
-0.7919843,0.6105414,-6.3729076,1.2335893924658445,-10.23739,-0.58716667,0.80946606,-5.7299633,0.0
-0.58716667,0.80946606,-5.7299633,-0.7815449233065173,-8.116603,-0.3574624,0.93392754,-5.240095,0.0
-0.3574624,0.93392754,-5.240095,-1.6093115439744645,-6.4978843,-0.12615995,0.99200994,-4.7810464,0.0
-0.12615995,0.99200994,-4.7810464,0.7369321060486276,-5.167188,0.069771186,0.997563,-3.9264991,0.0
0.069771186,0.997563,-3.9264991,-0.2393900250415948,-3.794703,0.22850296,0.9735432,-3.2142353,0.0
0.22850296,0.9735432,-3.2142353,-1.5118470606208847,-2.8317044,0.35796022,0.93373686,-2.710855,0.0
0.35796022,0.93373686,-2.710855,-0.01929235955491926,-2.1862094,0.44999054,0.8930333,-2.0134463,0.0
0.44999054,0.8930333,-2.0134463,-1.8624459155391264,-1.627773,0.52090144,0.85361683,-1.6230382,0.0
0.52090144,0.85361683,-1.6230382,1.6372816083151283,-1.3124093,0.5520062,0.83384,-0.7372333,0.0
0.5520062,0.83384,-0.7372333,-0.9648800735999323,-1.0275335,0.5626581,0.8266897,-0.2565853,0.0
0.5626581,0.8266897,-0.2565853,0.6500891374159279,-0.954122,0.5434574,0.83943677,0.46094537,0.0
0.5434574,0.83943677,0.46094537,-0.7531556956423562,-1.0143204,0.5017951,0.86498654,0.9775496,0.0
0.5017951,0.86498654,0.9775496,0.08027208471124325,-1.1878499,0.429335,0.9031453,1.6383303,0.0
0.429335,0.9031453,1.6383303,0.1868411173731186,-1.5386667,0.32079673,0.9471481,2.3437154,0.0
